Protein.ID;Gene;WJ_c_1002 MaxLFQ Intensity;WJ_c_1062 MaxLFQ Intensity;WJ_c_11 MaxLFQ Intensity;WJ_c_203 MaxLFQ Intensity;WJ_d_1002 MaxLFQ Intensity;WJ_d_1062 MaxLFQ Intensity;WJ_d_11 MaxLFQ Intensity;WJ_d_203 MaxLFQ Intensity
TPD54_HUMAN;TPD52L2;187241.7;212633.05;229260.4;252260.08;209795.39;213321.88;211040.58;206088.72
EMC8_HUMAN;EMC8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERI3_HUMAN;ERI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32506.016
FIBP_HUMAN;FIBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIH_HUMAN;PPIH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HTRA2_HUMAN;HTRA2;0.0;0.0;212783.62;240966.22;250871.2;418224.06;0.0;0.0
ARK72_HUMAN;AKR7A2;75414.7;65201.223;78093.8;81189.5;88722.45;88038.2;86495.75;62474.223
E41L2_HUMAN;EPB41L2;48316.73;43370.777;45757.816;44950.61;48098.566;61694.598;47463.55;38806.96
TGON2_HUMAN;TGOLN2;0.0;94963.445;0.0;0.0;0.0;0.0;0.0;0.0
LTOR5_HUMAN;LAMTOR5;61002.324;71345.19;70304.92;61902.49;58995.13;72465.45;71430.16;51264.023
B4GA1_HUMAN;B4GAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27681.678
AT8B1_HUMAN;ATP8B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAH12_HUMAN;CA12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DENR_HUMAN;DENR;47972.54;44101.996;42497.414;26117.395;0.0;0.0;0.0;0.0
XPOT_HUMAN;XPOT;44984.133;29497.307;0.0;0.0;31168.986;0.0;0.0;30040.592
DNPH1_HUMAN;DNPH1;27920.543;45901.742;57371.51;46290.96;32384.791;43475.207;61816.074;46302.574
TIM44_HUMAN;TIMM44;85446.164;90784.305;78708.69;68100.11;69894.5;87033.24;71413.96;64743.49
TPPC3_HUMAN;TRAPPC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHM2A_HUMAN;CHMP2A;30496.678;24976.072;34173.676;36738.2;18986.398;0.0;0.0;0.0
TSN6_HUMAN;TSPAN6;0.0;0.0;0.0;0.0;30951.715;33762.797;40956.242;31688.477
PLRG1_HUMAN;PLRG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RGS10_HUMAN;RGS10;0.0;0.0;0.0;30956.35;0.0;0.0;0.0;0.0
ZN207_HUMAN;ZNF207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUB5_HUMAN;NDUFB5;43005.41;23996.213;30369.242;0.0;47124.184;35633.07;40503.152;44658.49
NDUB3_HUMAN;NDUFB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUA2_HUMAN;NDUFA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GET3_HUMAN;GET3;88831.08;57287.098;71500.8;68518.266;66379.81;60363.816;67407.15;79634.14
BUB3_HUMAN;BUB3;51921.336;52189.74;44483.215;44305.91;38056.47;29782.22;36970.625;36074.56
ACTN4_HUMAN;ACTN4;3273645.8;2697978.5;2864052.0;2546187.5;2654571.0;2528469.2;3083282.2;2774649.8
MAAI_HUMAN;GSTZ1;55920.492;27590.035;42159.273;47480.08;63855.785;48277.375;39927.473;43260.05
TRIA1_HUMAN;TRIAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERD23_HUMAN;KDELR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYH3_HUMAN;CYTH3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AAKB2_HUMAN;PRKAB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP1G1_HUMAN;AP1G1;49373.816;44263.53;40902.117;40575.46;44973.52;41100.93;41418.086;50734.473
STX6_HUMAN;STX6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNG1_HUMAN;SYNGR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNG2_HUMAN;SYNGR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SGTA_HUMAN;SGTA;177895.8;235922.36;212973.53;153385.02;143680.19;150814.72;183286.62;161623.1
ENSA_HUMAN;ENSA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCAT_HUMAN;SLC25A20;0.0;0.0;0.0;32455.84;31747.553;0.0;0.0;0.0
SYNC_HUMAN;NARS1;188528.47;136866.44;153839.75;130916.83;162641.38;158166.02;125777.89;141350.2
MYO1B_HUMAN;MYO1B;78443.96;79289.016;83608.8;107036.49;56050.93;101799.836;80435.76;92762.31
SSNA1_HUMAN;SSNA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPSF5_HUMAN;NUDT21;43158.152;69066.95;67487.086;50211.457;61926.887;61469.484;48395.957;60990.242
LANC1_HUMAN;LANCL1;36154.594;0.0;0.0;0.0;57090.27;36800.332;0.0;0.0
STRN_HUMAN;STRN;43529.67;34210.277;35892.75;37735.684;40037.156;38365.89;39338.09;38314.316
U3IP2_HUMAN;RRP9;29172.344;0.0;0.0;22950.74;22181.955;0.0;0.0;40012.152
SCO2_HUMAN;SCO2;0.0;0.0;0.0;0.0;0.0;150416.67;0.0;0.0
CF410_HUMAN;CFAP410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDH3B_HUMAN;IDH3B;35374.074;29367.879;40876.2;35647.266;27980.303;40007.914;34939.402;36325.53
NRDC_HUMAN;NRDC;26791.287;31482.34;28430.498;26649.803;28495.246;25884.016;22349.361;39274.094
CALU_HUMAN;CALU;584494.9;687076.5;713232.2;806764.5;595512.2;1060521.0;1090424.5;836953.56
EDIL3_HUMAN;EDIL3;91663.46;73423.86;76922.43;56741.477;30872.46;109701.484;83227.16;51751.5
SAHH2_HUMAN;AHCYL1;72520.555;92642.0;77679.195;73970.945;90545.57;70157.53;59793.867;81923.164
XPP2_HUMAN;XPNPEP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KIF1C_HUMAN;KIF1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUS5_HUMAN;NDUFS5;26830.79;29105.615;28816.408;25178.232;29090.254;31035.148;28324.297;25968.725
PDE6D_HUMAN;PDE6D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ORC4_HUMAN;ORC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAD21_HUMAN;RAD21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AK1BA_HUMAN;AKR1B10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIM8A_HUMAN;TIMM8A;0.0;42128.39;28040.78;0.0;0.0;42514.793;41245.38;0.0
DHX16_HUMAN;DHX16;0.0;21027.969;0.0;0.0;0.0;0.0;0.0;0.0
ZNRD2_HUMAN;ZNRD2;0.0;0.0;0.0;23774.791;0.0;0.0;0.0;0.0
GMFG_HUMAN;GMFG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BNI3L_HUMAN;BNIP3L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KPRB_HUMAN;PRPSAP2;49821.35;36103.7;45930.137;47658.824;42877.92;39728.69;38219.77;0.0
SMCA5_HUMAN;SMARCA5;0.0;0.0;0.0;20295.117;0.0;0.0;0.0;0.0
JIP4_HUMAN;SPAG9;28713.219;42591.043;27289.771;32883.01;36895.445;36015.55;36748.918;36283.906
SUSD5_HUMAN;SUSD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AQR_HUMAN;AQR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OPA1_HUMAN;OPA1;0.0;31978.951;30779.633;28411.684;25417.986;30388.299;0.0;31441.715
PCDGC_HUMAN;PCDHGA12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI51C_HUMAN;PIP5K1C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBCD4_HUMAN;TBC1D4;30594.918;29262.527;46487.805;0.0;0.0;0.0;0.0;0.0
PEPL_HUMAN;PPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92065.26
GSDME_HUMAN;GSDME;58454.984;66230.31;60056.17;39461.055;44572.0;44819.25;40874.6;34158.23
NRP2_HUMAN;NRP2;47113.207;46617.777;41378.977;31609.982;44639.793;46069.207;25750.611;26228.854
ACSL4_HUMAN;ACSL4;63254.37;92086.46;90778.72;82594.51;66360.48;82664.414;66627.3;84604.734
SNX3_HUMAN;SNX3;125318.97;148712.12;151659.7;159864.6;124634.18;154575.45;141437.77;142614.8
OGA_HUMAN;OGA;47038.746;34345.9;45364.72;34748.87;23514.033;32166.305;0.0;32333.611
ADCY9_HUMAN;ADCY9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VINEX_HUMAN;SORBS3;79537.77;0.0;0.0;0.0;0.0;69778.51;66321.04;70452.88
HNRPQ_HUMAN;SYNCRIP;200826.38;206050.8;177389.8;156685.39;169258.22;187090.88;181317.78;169452.94
TPST1_HUMAN;TPST1;0.0;0.0;0.0;38882.234;41155.8;30685.81;35304.01;53066.414
RNBP6_HUMAN;RANBP6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEMF_HUMAN;NEMF;16488.967;25228.883;0.0;0.0;19305.238;0.0;0.0;0.0
GMDS_HUMAN;GMDS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NMT2_HUMAN;NMT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GREM1_HUMAN;GREM1;60294.508;76679.945;72221.734;115490.7;17782.598;43439.508;46777.227;38706.332
PLOD3_HUMAN;PLOD3;99622.17;80244.98;105527.04;96905.805;85235.52;94123.07;90747.53;98497.41
IF4E2_HUMAN;EIF4E2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DIAP1_HUMAN;DIAPH1;55735.38;34270.805;41433.223;65375.38;54142.242;44177.113;0.0;74240.586
SEP15_HUMAN;SELENOF;0.0;0.0;0.0;0.0;33198.68;34795.184;39203.5;0.0
TSN3_HUMAN;TSPAN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EXOC3_HUMAN;EXOC3;0.0;0.0;0.0;27957.0;28388.133;16580.38;0.0;26597.816
PDE8A_HUMAN;PDE8A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLIN3_HUMAN;PLIN3;232346.47;195387.98;255857.75;260420.66;271258.6;208811.3;209551.6;180922.8
MOT2_HUMAN;SLC16A7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANM3_HUMAN;PRMT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMA7_HUMAN;KPNA6;59641.812;65124.4;53652.207;75472.61;66437.59;53265.902;50961.56;72024.33
UGDH_HUMAN;UGDH;315442.16;218174.67;228216.1;302025.94;291302.47;207501.48;202295.45;356108.88
TPST2_HUMAN;TPST2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LPXN_HUMAN;LPXN;44852.348;65360.742;38891.08;113832.32;24142.242;74003.16;28284.883;73728.79
CTND1_HUMAN;CTNND1;90179.58;102959.82;86155.25;97458.27;94443.57;76676.734;86240.94;121619.73
ICMT_HUMAN;ICMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF1B_HUMAN;EIF1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNX2_HUMAN;SNX2;57579.945;50595.797;51217.895;42640.027;61618.55;73292.51;55944.027;50920.016
DPM1_HUMAN;DPM1;54825.902;60863.387;79867.77;74700.77;49937.793;71019.22;72068.32;55495.582
USO1_HUMAN;USO1;99778.82;119813.75;96228.65;113721.74;122168.3;126818.734;112555.42;151315.17
RT14_HUMAN;MRPS14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TOM1_HUMAN;TOM1;167685.0;117963.8;175620.16;181607.94;197114.52;182295.06;187999.23;166726.98
CCD22_HUMAN;CCDC22;34220.56;34528.914;31596.227;32230.834;38448.2;35826.473;29853.668;40282.637
PQBP1_HUMAN;PQBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRAF2_HUMAN;PRAF2;157729.62;99402.586;153276.33;181822.14;148554.16;62014.81;138558.14;66169.48
DKC1_HUMAN;DKC1;64338.61;64558.84;58486.223;65530.285;75211.68;35811.816;0.0;43096.3
IF2P_HUMAN;EIF5B;60481.67;67634.35;60715.16;58118.92;65342.062;39962.227;33125.67;42022.28
EDF1_HUMAN;EDF1;45529.168;56386.668;51584.133;45682.83;46304.293;51680.414;41295.2;54089.707
DIAP2_HUMAN;DIAPH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DNJA2_HUMAN;DNAJA2;72730.586;57666.67;78869.26;81685.0;58382.184;58884.902;58377.848;65740.97
CUTA_HUMAN;CUTA;433769.97;337164.84;416145.75;345388.34;290043.0;617920.6;498510.56;173038.77
PFD1_HUMAN;PFDN1;109612.83;112309.46;109024.78;91713.92;87886.14;112256.086;101888.98;78776.766
PP1RB_HUMAN;PPP1R11;0.0;0.0;0.0;0.0;11744.853;0.0;0.0;0.0
NOL3_HUMAN;NOL3;22404.021;0.0;0.0;42386.996;43234.836;45633.047;20917.225;61124.24
ABCB7_HUMAN;ABCB7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRGP2_HUMAN;SRGAP2;0.0;0.0;0.0;0.0;1068233.5;0.0;0.0;0.0
AUXI_HUMAN;DNAJC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XYLK_HUMAN;FAM20B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
WDR1_HUMAN;WDR1;621634.56;753163.06;667372.94;668997.8;523598.88;548894.0;554097.9;568147.6
FZD7_HUMAN;FZD7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SLIT3_HUMAN;SLIT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP9A_HUMAN;ATP9A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROCK2_HUMAN;ROCK2;74965.18;70856.59;83070.664;72674.03;82917.88;57338.84;61077.504;83308.734
CPNE3_HUMAN;CPNE3;78197.5;77893.29;77420.66;82009.6;73989.016;75366.945;68749.625;80730.68
HIP1R_HUMAN;HIP1R;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OBSL1_HUMAN;OBSL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLU_HUMAN;CLUH;0.0;0.0;0.0;57033.727;0.0;0.0;0.0;0.0
CAND2_HUMAN;CAND2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
T22D2_HUMAN;TSC22D2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DJC13_HUMAN;DNAJC13;43994.184;37967.695;43517.79;41354.188;38616.46;31843.443;43007.504;38444.28
PHAR2_HUMAN;PHACTR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PP6R2_HUMAN;PPP6R2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CNOT3_HUMAN;CNOT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANR17_HUMAN;ANKRD17;0.0;47560.566;95091.64;0.0;0.0;0.0;0.0;0.0
COQ9_HUMAN;COQ9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GGCT_HUMAN;GGCT;0.0;0.0;29534.102;0.0;48383.406;38397.81;35140.42;23182.72
NDUS7_HUMAN;NDUFS7;31646.445;0.0;0.0;0.0;30460.492;0.0;0.0;0.0
RTN2_HUMAN;RTN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZPR1_HUMAN;ZPR1;47851.777;38916.957;0.0;35839.703;39041.02;52704.734;0.0;45220.254
NIPS2_HUMAN;NIPSNAP2;0.0;0.0;0.0;22742.117;0.0;0.0;0.0;0.0
SEM7A_HUMAN;SEMA7A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CILP1_HUMAN;CILP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDCD6_HUMAN;PDCD6;82615.57;56523.566;65116.49;79266.63;110814.22;99230.86;105295.47;92826.42
TBCA_HUMAN;TBCA;205478.17;222905.88;301248.7;290633.8;232593.4;231571.25;223568.12;224238.48
VATG1_HUMAN;ATP6V1G1;122822.14;122414.14;137487.86;134071.02;113597.38;106075.945;144990.14;108810.85
VPS4B_HUMAN;VPS4B;0.0;23636.445;25652.31;19845.86;25800.51;0.0;0.0;24292.852
MPU1_HUMAN;MPDU1;47358.414;0.0;71187.45;86152.05;37828.348;100433.94;115449.336;81737.445
ENTP3_HUMAN;ENTPD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENTP5_HUMAN;ENTPD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H2AY_HUMAN;MACROH2A1;122630.516;96391.77;112003.4;75429.21;96801.79;89936.46;116995.2;77475.7
SH3L1_HUMAN;SH3BGRL;82161.39;70458.586;79757.734;60385.473;71313.62;108692.61;101830.03;90522.7
FLNB_HUMAN;FLNB;343286.4;279211.0;309524.4;274762.72;323813.53;302203.72;330013.56;383343.22
VAMP4_HUMAN;VAMP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUS6_HUMAN;NDUFS6;44640.465;41487.56;46028.145;35291.117;51184.863;34810.16;43823.027;37805.68
PEX14_HUMAN;PEX14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRIM3_HUMAN;TRIM3;0.0;0.0;0.0;18180.139;0.0;0.0;0.0;0.0
CISY_HUMAN;CS;162729.7;159367.89;111736.08;165792.3;117178.07;105753.58;90950.414;134823.72
SPAG7_HUMAN;SPAG7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC22B_HUMAN;SEC22B;165956.7;180341.0;162097.22;162691.45;244744.62;261434.36;297560.9;198176.67
TACC1_HUMAN;TACC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LRCH4_HUMAN;LRCH4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MTX2_HUMAN;MTX2;23096.559;0.0;20280.693;34872.668;41147.176;0.0;31218.197;74320.45
VP26A_HUMAN;VPS26A;50458.715;53361.363;58197.004;58276.17;53296.105;47753.445;50782.64;50097.973
NDUB1_HUMAN;NDUFB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPPB_HUMAN;PMPCB;48379.57;57144.39;56653.883;38638.67;38444.47;54662.74;32542.623;40806.965
KTNA1_HUMAN;KATNA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRLF1_HUMAN;CRLF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSIP1_HUMAN;PSIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERLN1_HUMAN;ERLIN1;39916.227;43781.383;48911.305;39510.707;35961.75;30811.1;33004.523;53961.25
GPC4_HUMAN;GPC4;24636.215;0.0;0.0;0.0;36271.727;38934.766;38892.14;0.0
NDUS3_HUMAN;NDUFS3;59720.98;54836.934;71223.91;53958.2;69051.28;48126.125;58190.76;0.0
SRS10_HUMAN;SRSF10;51726.617;50177.527;56280.92;38443.363;46002.53;30518.346;40565.668;0.0
HSBP1_HUMAN;HSBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51025.18
CLD11_HUMAN;CLDN11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECI2_HUMAN;ECI2;42737.152;53698.414;53069.57;35284.156;28419.543;32001.898;28756.695;28505.627
BAF_HUMAN;BANF1;135577.97;135557.31;143395.36;112042.445;113943.6;153576.98;159058.92;78395.16
SF3B1_HUMAN;SF3B1;58616.234;46660.824;63200.984;70035.414;55602.19;36859.445;53598.145;74933.1
CSDE1_HUMAN;CSDE1;48473.547;63941.85;60736.22;53752.363;45303.094;25331.014;22549.133;40940.477
WBP4_HUMAN;WBP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRKRA_HUMAN;PRKRA;32983.9;37091.562;27879.023;38021.707;55873.445;45979.812;50198.97;64012.453
ITA10_HUMAN;ITGA10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYCB2_HUMAN;MYCBP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KBL_HUMAN;GCAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NPM3_HUMAN;NPM3;0.0;99678.42;94249.95;102659.93;0.0;0.0;69669.266;53073.895
LYPA1_HUMAN;LYPLA1;100808.8;95985.45;101407.7;79035.1;82081.28;113914.375;105500.95;53518.184
SPB7_HUMAN;SERPINB7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
U520_HUMAN;SNRNP200;36628.715;20241.898;31561.137;52235.15;33217.13;35699.184;29770.918;42671.324
TIPRL_HUMAN;TIPRL;18434.713;0.0;22566.713;23842.035;19759.69;0.0;21862.646;30321.094
TM1L1_HUMAN;TOM1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPM1B_HUMAN;PPM1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NU155_HUMAN;NUP155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XRP2_HUMAN;RP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRTAP_HUMAN;CRTAP;143420.48;105501.28;101386.42;144397.47;190134.62;137713.98;170033.22;172729.05
CMC1_HUMAN;SLC25A12;0.0;0.0;0.0;0.0;0.0;0.0;18736.584;18965.258
PALM_HUMAN;PALM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RENR_HUMAN;ATP6AP2;0.0;28834.326;45256.832;0.0;28135.363;0.0;0.0;0.0
CD123_HUMAN;CDC123;0.0;0.0;49970.758;0.0;0.0;0.0;0.0;0.0
BCAR3_HUMAN;BCAR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POP7_HUMAN;POP7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPP40_HUMAN;RPP40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF3G_HUMAN;EIF3G;45396.992;53691.086;58363.41;58572.727;48498.91;37748.758;48094.297;48679.297
EIF3J_HUMAN;EIF3J;0.0;41128.21;42813.266;35662.82;38620.26;47014.09;46606.76;43466.72
CBR3_HUMAN;CBR3;37745.977;42108.023;35510.605;27288.635;0.0;0.0;0.0;0.0
PSD10_HUMAN;PSMD10;52273.82;27496.729;37271.77;30139.469;33297.887;32152.375;33562.0;28203.488
FACE1_HUMAN;ZMPSTE24;51079.543;56865.496;42211.164;52805.836;40816.414;47426.207;50829.863;58970.457
SC5D_HUMAN;SC5D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDHC_HUMAN;IDH1;393537.6;255332.75;297484.16;304668.97;456210.62;516210.2;333738.72;489733.84
SCO1_HUMAN;SCO1;40025.19;48003.215;47163.758;52849.414;51114.66;74286.03;0.0;65509.17
CP7B1_HUMAN;CYP7B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATRN_HUMAN;ATRN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBBP9_HUMAN;RBBP9;0.0;0.0;0.0;0.0;23987.81;0.0;0.0;21190.646
STAM2_HUMAN;STAM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AL1L1_HUMAN;ALDH1L1;35767.92;39068.293;0.0;0.0;77864.68;68911.805;0.0;65883.77
DHRS3_HUMAN;DHRS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRAF3_HUMAN;ARL6IP5;127801.84;91491.19;100212.91;120805.4;129701.305;214229.39;180942.31;109892.875
DYSF_HUMAN;DYSF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPF27_HUMAN;BCAS2;38637.94;42584.348;54559.652;29344.92;29428.256;0.0;0.0;30462.916
DCTN3_HUMAN;DCTN3;57061.008;0.0;46834.03;102072.78;87615.05;73583.78;42799.6;87596.016
DNJC8_HUMAN;DNAJC8;0.0;31708.11;33610.215;18720.941;0.0;0.0;0.0;0.0
SPF30_HUMAN;SMNDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5H_HUMAN;ATP5PD;200377.58;195540.58;261107.45;202668.56;171427.81;286985.44;276477.88;174885.48
TSN9_HUMAN;TSPAN9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FLOT1_HUMAN;FLOT1;58356.836;41092.76;56672.043;66116.71;64443.258;71865.336;107539.375;87320.55
TRIO_HUMAN;TRIO;0.0;29788.375;0.0;36094.98;19392.23;0.0;0.0;38341.23
ATP5L_HUMAN;ATP5MG;61633.383;49479.21;67512.8;68630.33;86818.73;92663.875;85923.92;116432.91
CBPD_HUMAN;CPD;0.0;0.0;0.0;48486.176;54477.47;47402.816;0.0;86437.02
GLRX3_HUMAN;GLRX3;54118.277;59983.754;53329.47;52864.094;48243.33;59615.527;40549.977;69839.43
RL1D1_HUMAN;RSL1D1;68513.91;70462.01;61624.098;69266.914;69812.4;64951.965;46955.52;74159.0
WFS1_HUMAN;WFS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLPX_HUMAN;CLPX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEUL1_HUMAN;NEURL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S14L2_HUMAN;SEC14L2;0.0;0.0;0.0;18157.768;0.0;0.0;0.0;20003.766
STC2_HUMAN;STC2;0.0;0.0;0.0;0.0;0.0;91223.39;0.0;62338.45
SYUG_HUMAN;SNCG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CIAO1_HUMAN;CIAO1;0.0;20355.076;20975.049;36317.168;26333.373;0.0;24300.246;29476.83
PDE5A_HUMAN;PDE5A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRP72_HUMAN;SRP72;89942.55;90189.15;102551.195;102257.516;97707.664;95241.2;79488.8;93690.52
DDAH1_HUMAN;DDAH1;57847.805;51019.79;62424.066;38366.656;58303.035;50207.598;44747.71;46241.773
RMP_HUMAN;URI1;0.0;0.0;0.0;0.0;28123.988;0.0;0.0;0.0
B3GA3_HUMAN;B3GAT3;0.0;0.0;0.0;21053.264;0.0;0.0;0.0;23722.176
MTA2_HUMAN;MTA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STK10_HUMAN;STK10;0.0;0.0;0.0;28080.604;0.0;0.0;0.0;32620.094
GFPT2_HUMAN;GFPT2;36127.918;67207.39;30373.746;60717.06;21346.113;31882.998;33441.336;44809.062
SLIT2_HUMAN;SLIT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LTN1_HUMAN;LTN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18983.78
TOM70_HUMAN;TOMM70;118934.19;114156.02;105707.22;130415.56;124778.35;128723.78;92769.66;118740.59
IPO13_HUMAN;IPO13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MYO1D_HUMAN;MYO1D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MICA2_HUMAN;MICAL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SC24D_HUMAN;SEC24D;48587.348;49728.938;49203.9;38636.293;53632.355;49809.21;52618.895;45710.723
